As of Date,Region,Total Patients Hospitalized,Total Patients in ICU
05/28/2020,CENTRAL NEW YORK,68,18
05/28/2020,FINGER LAKES,211,38
05/28/2020,LONG ISLAND,629,184
05/28/2020,MID-HUDSON,470,135
05/28/2020,MOHAWK VALLEY,54,11
05/28/2020,NEW YORK CITY,2084,726
05/28/2020,NORTH COUNTRY,2,0
05/28/2020,SOUTHERN TIER,22,7
05/28/2020,WESTERN NEW YORK,150,34
05/29/2020,CAPITAL REGION,87,11
05/29/2020,CENTRAL NEW YORK,65,19
05/29/2020,FINGER LAKES,216,35
05/29/2020,LONG ISLAND,586,174
05/29/2020,MID-HUDSON,437,131
05/29/2020,MOHAWK VALLEY,60,13
05/29/2020,NEW YORK CITY,1995,693
05/29/2020,NORTH COUNTRY,2,0
05/29/2020,SOUTHERN TIER,23,10
05/29/2020,WESTERN NEW YORK,148,38
05/30/2020,CAPITAL REGION,80,11
05/30/2020,CENTRAL NEW YORK,64,21
05/30/2020,FINGER LAKES,216,38
05/30/2020,LONG ISLAND,553,155
05/30/2020,MID-HUDSON,415,126
05/30/2020,MOHAWK VALLEY,57,10
05/30/2020,NEW YORK CITY,1888,643
05/30/2020,NORTH COUNTRY,1,0
05/30/2020,SOUTHERN TIER,20,9
05/30/2020,WESTERN NEW YORK,142,37
05/31/2020,CAPITAL REGION,78,12
05/31/2020,CENTRAL NEW YORK,62,18
05/31/2020,FINGER LAKES,218,37
05/31/2020,LONG ISLAND,545,151
05/31/2020,MID-HUDSON,401,122
05/31/2020,MOHAWK VALLEY,62,11
05/31/2020,NEW YORK CITY,1803,603
05/31/2020,NORTH COUNTRY,1,0
05/31/2020,SOUTHERN TIER,20,8
05/31/2020,WESTERN NEW YORK,141,37
06/01/2020,CAPITAL REGION,82,10
06/01/2020,CENTRAL NEW YORK,55,16
06/01/2020,FINGER LAKES,214,34
06/01/2020,LONG ISLAND,472,131
06/01/2020,MID-HUDSON,379,108
06/01/2020,MOHAWK VALLEY,62,12
06/01/2020,NEW YORK CITY,1699,551
06/01/2020,NORTH COUNTRY,1,0
06/01/2020,SOUTHERN TIER,19,9
06/01/2020,WESTERN NEW YORK,138,36
06/02/2020,CAPITAL REGION,77,10
06/02/2020,CENTRAL NEW YORK,58,14
06/02/2020,FINGER LAKES,209,34
06/02/2020,LONG ISLAND,435,115
06/02/2020,MID-HUDSON,363,103
06/02/2020,MOHAWK VALLEY,59,13
06/02/2020,NEW YORK CITY,1623,528
06/02/2020,NORTH COUNTRY,1,0
06/02/2020,SOUTHERN TIER,18,8
06/02/2020,WESTERN NEW YORK,135,40
06/03/2020,CAPITAL REGION,76,10
06/03/2020,CENTRAL NEW YORK,56,17
06/03/2020,FINGER LAKES,208,36
06/03/2020,LONG ISLAND,414,115
06/03/2020,MID-HUDSON,352,94
06/03/2020,MOHAWK VALLEY,55,12
06/03/2020,NEW YORK CITY,1532,499
06/03/2020,NORTH COUNTRY,2,0
06/03/2020,SOUTHERN TIER,20,8
06/03/2020,WESTERN NEW YORK,134,41
06/04/2020,CAPITAL REGION,73,8
06/04/2020,CENTRAL NEW YORK,48,19
06/04/2020,FINGER LAKES,204,32
06/04/2020,LONG ISLAND,382,103
06/04/2020,MID-HUDSON,325,86
06/04/2020,MOHAWK VALLEY,56,11
06/04/2020,NEW YORK CITY,1483,452
06/04/2020,NORTH COUNTRY,4,1
06/04/2020,SOUTHERN TIER,19,6
06/04/2020,WESTERN NEW YORK,134,40
06/05/2020,CAPITAL REGION,68,11
06/05/2020,CENTRAL NEW YORK,49,19
06/05/2020,FINGER LAKES,201,32
06/05/2020,LONG ISLAND,348,97
06/05/2020,MID-HUDSON,304,84
06/05/2020,MOHAWK VALLEY,59,10
06/05/2020,NEW YORK CITY,1425,420
06/05/2020,NORTH COUNTRY,4,2
06/05/2020,SOUTHERN TIER,18,7
06/05/2020,WESTERN NEW YORK,127,38
06/06/2020,CAPITAL REGION,59,7
06/06/2020,CENTRAL NEW YORK,49,19
06/06/2020,FINGER LAKES,190,28
06/06/2020,LONG ISLAND,311,94
06/06/2020,MID-HUDSON,286,77
06/06/2020,MOHAWK VALLEY,55,9
06/06/2020,NEW YORK CITY,1335,420
06/06/2020,NORTH COUNTRY,4,2
06/06/2020,SOUTHERN TIER,20,9
06/06/2020,WESTERN NEW YORK,118,39
06/07/2020,CAPITAL REGION,65,5
06/07/2020,CENTRAL NEW YORK,52,18
06/07/2020,FINGER LAKES,191,22
06/07/2020,LONG ISLAND,303,89
06/07/2020,MID-HUDSON,277,78
06/07/2020,MOHAWK VALLEY,50,8
06/07/2020,NEW YORK CITY,1298,410
06/07/2020,NORTH COUNTRY,4,2
06/07/2020,SOUTHERN TIER,19,9
06/07/2020,WESTERN NEW YORK,112,37
06/08/2020,CAPITAL REGION,65,6
06/08/2020,CENTRAL NEW YORK,55,19
06/08/2020,FINGER LAKES,188,23
06/08/2020,LONG ISLAND,299,88
06/08/2020,MID-HUDSON,274,75
06/08/2020,MOHAWK VALLEY,48,8
06/08/2020,NEW YORK CITY,1280,399
06/08/2020,NORTH COUNTRY,4,2
06/08/2020,SOUTHERN TIER,18,9
06/08/2020,WESTERN NEW YORK,113,34
06/09/2020,CAPITAL REGION,56,6
06/09/2020,CENTRAL NEW YORK,47,16
06/09/2020,FINGER LAKES,184,23
06/09/2020,LONG ISLAND,285,86
06/09/2020,MID-HUDSON,254,69
06/09/2020,MOHAWK VALLEY,48,7
06/09/2020,NEW YORK CITY,1190,380
06/09/2020,NORTH COUNTRY,4,2
06/09/2020,SOUTHERN TIER,19,9
06/09/2020,WESTERN NEW YORK,103,32
06/10/2020,CAPITAL REGION,48,4
06/10/2020,CENTRAL NEW YORK,45,16
06/10/2020,FINGER LAKES,182,22
06/10/2020,LONG ISLAND,257,80
06/10/2020,MID-HUDSON,239,65
06/10/2020,MOHAWK VALLEY,40,6
06/10/2020,NEW YORK CITY,1113,348
06/10/2020,NORTH COUNTRY,3,2
06/10/2020,SOUTHERN TIER,19,9
06/10/2020,WESTERN NEW YORK,96,29
06/11/2020,CAPITAL REGION,46,4
06/11/2020,CENTRAL NEW YORK,45,17
06/11/2020,FINGER LAKES,167,23
06/11/2020,LONG ISLAND,244,76
06/11/2020,MID-HUDSON,210,65
06/11/2020,MOHAWK VALLEY,36,7
06/11/2020,NEW YORK CITY,1036,321
06/11/2020,NORTH COUNTRY,3,1
06/11/2020,SOUTHERN TIER,18,8
06/11/2020,WESTERN NEW YORK,93,30
06/12/2020,CAPITAL REGION,44,3
06/12/2020,CENTRAL NEW YORK,43,17
06/12/2020,FINGER LAKES,153,22
06/12/2020,LONG ISLAND,233,79
06/12/2020,MID-HUDSON,191,59
06/12/2020,MOHAWK VALLEY,32,6
06/12/2020,NEW YORK CITY,933,295
06/12/2020,NORTH COUNTRY,1,1
06/12/2020,SOUTHERN TIER,17,8
06/12/2020,WESTERN NEW YORK,87,27
06/13/2020,CAPITAL REGION,43,4
06/13/2020,CENTRAL NEW YORK,50,14
06/13/2020,FINGER LAKES,150,21
06/13/2020,LONG ISLAND,230,78
06/13/2020,MID-HUDSON,190,48
06/13/2020,MOHAWK VALLEY,31,6
06/13/2020,NEW YORK CITY,865,292
06/13/2020,NORTH COUNTRY,1,1
06/13/2020,SOUTHERN TIER,17,8
06/13/2020,WESTERN NEW YORK,80,27
06/14/2020,CAPITAL REGION,45,3
06/14/2020,CENTRAL NEW YORK,44,13
06/14/2020,FINGER LAKES,149,21
06/14/2020,LONG ISLAND,229,78
06/14/2020,MID-HUDSON,176,46
06/14/2020,MOHAWK VALLEY,29,6
06/14/2020,NEW YORK CITY,839,267
06/14/2020,NORTH COUNTRY,0,0
06/14/2020,SOUTHERN TIER,17,8
06/14/2020,WESTERN NEW YORK,80,28
06/15/2020,CAPITAL REGION,44,3
06/15/2020,CENTRAL NEW YORK,44,16
06/15/2020,FINGER LAKES,143,21
06/15/2020,LONG ISLAND,227,71
06/15/2020,MID-HUDSON,167,41
06/15/2020,MOHAWK VALLEY,29,5
06/15/2020,NEW YORK CITY,789,256
06/15/2020,NORTH COUNTRY,0,0
06/15/2020,SOUTHERN TIER,19,10
06/15/2020,WESTERN NEW YORK,76,26
06/16/2020,CAPITAL REGION,44,5
06/16/2020,CENTRAL NEW YORK,45,16
06/16/2020,FINGER LAKES,145,20
06/16/2020,LONG ISLAND,221,69
06/16/2020,MID-HUDSON,154,41
06/16/2020,MOHAWK VALLEY,25,4
06/16/2020,NEW YORK CITY,761,242
06/16/2020,NORTH COUNTRY,0,0
06/16/2020,SOUTHERN TIER,17,9
06/16/2020,WESTERN NEW YORK,67,25
06/17/2020,CAPITAL REGION,42,4
06/17/2020,CENTRAL NEW YORK,40,18
06/17/2020,FINGER LAKES,129,15
06/17/2020,LONG ISLAND,198,59
06/17/2020,MID-HUDSON,137,38
06/17/2020,MOHAWK VALLEY,24,4
06/17/2020,NEW YORK CITY,720,220
06/17/2020,NORTH COUNTRY,0,0
06/17/2020,SOUTHERN TIER,16,7
06/17/2020,WESTERN NEW YORK,52,23
06/18/2020,CAPITAL REGION,38,2
06/18/2020,CENTRAL NEW YORK,40,15
06/18/2020,FINGER LAKES,128,12
06/18/2020,LONG ISLAND,187,59
06/18/2020,MID-HUDSON,130,35
06/18/2020,MOHAWK VALLEY,19,4
06/18/2020,NEW YORK CITY,680,203
06/18/2020,NORTH COUNTRY,0,0
06/18/2020,SOUTHERN TIER,12,6
06/18/2020,WESTERN NEW YORK,50,23
06/19/2020,CAPITAL REGION,36,4
06/19/2020,CENTRAL NEW YORK,36,15
06/19/2020,FINGER LAKES,117,11
06/19/2020,LONG ISLAND,174,46
06/19/2020,MID-HUDSON,128,36
06/19/2020,MOHAWK VALLEY,19,4
06/19/2020,NEW YORK CITY,649,190
06/19/2020,NORTH COUNTRY,0,0
06/19/2020,SOUTHERN TIER,12,6
06/19/2020,WESTERN NEW YORK,49,23
06/20/2020,CAPITAL REGION,37,5
06/20/2020,CENTRAL NEW YORK,38,15
06/20/2020,FINGER LAKES,113,11
06/20/2020,LONG ISLAND,160,48
06/20/2020,MID-HUDSON,126,36
06/20/2020,MOHAWK VALLEY,16,4
06/20/2020,NEW YORK CITY,594,189
06/20/2020,NORTH COUNTRY,0,0
06/20/2020,SOUTHERN TIER,12,5
06/20/2020,WESTERN NEW YORK,46,19
06/21/2020,CAPITAL REGION,36,3
06/21/2020,CENTRAL NEW YORK,40,16
06/21/2020,FINGER LAKES,108,11
06/21/2020,LONG ISLAND,152,50
06/21/2020,MID-HUDSON,120,34
06/21/2020,MOHAWK VALLEY,18,5
06/21/2020,NEW YORK CITY,595,188
06/21/2020,NORTH COUNTRY,0,0
06/21/2020,SOUTHERN TIER,12,5
06/21/2020,WESTERN NEW YORK,41,18
06/22/2020,CAPITAL REGION,40,5
06/22/2020,CENTRAL NEW YORK,38,15
06/22/2020,FINGER LAKES,102,9
06/22/2020,LONG ISLAND,152,46
06/22/2020,MID-HUDSON,117,34
06/22/2020,MOHAWK VALLEY,18,4
06/22/2020,NEW YORK CITY,579,166
06/22/2020,NORTH COUNTRY,0,0
06/22/2020,SOUTHERN TIER,13,6
06/22/2020,WESTERN NEW YORK,45,17
06/23/2020,CAPITAL REGION,41,5
06/23/2020,CENTRAL NEW YORK,31,14
06/23/2020,FINGER LAKES,94,8
06/23/2020,LONG ISLAND,151,43
06/23/2020,MID-HUDSON,105,34
06/23/2020,MOHAWK VALLEY,17,4
06/23/2020,NEW YORK CITY,571,162
06/23/2020,NORTH COUNTRY,1,0
06/23/2020,SOUTHERN TIER,13,5
06/23/2020,WESTERN NEW YORK,47,15
06/24/2020,CAPITAL REGION,31,4
06/24/2020,CENTRAL NEW YORK,32,13
06/24/2020,FINGER LAKES,87,9
06/24/2020,LONG ISLAND,142,46
06/24/2020,MID-HUDSON,101,36
06/24/2020,MOHAWK VALLEY,13,5
06/24/2020,NEW YORK CITY,533,138
06/24/2020,NORTH COUNTRY,2,0
06/24/2020,SOUTHERN TIER,11,5
06/24/2020,WESTERN NEW YORK,44,14
06/25/2020,CAPITAL REGION,29,5
06/25/2020,CENTRAL NEW YORK,29,12
06/25/2020,FINGER LAKES,84,8
06/25/2020,LONG ISLAND,142,47
06/25/2020,MID-HUDSON,96,33
06/25/2020,MOHAWK VALLEY,15,3
06/25/2020,NEW YORK CITY,499,119
06/25/2020,NORTH COUNTRY,2,0
06/25/2020,SOUTHERN TIER,11,5
06/25/2020,WESTERN NEW YORK,44,12
06/26/2020,CAPITAL REGION,32,3
06/26/2020,CENTRAL NEW YORK,26,10
06/26/2020,FINGER LAKES,82,9
06/26/2020,LONG ISLAND,132,43
06/26/2020,MID-HUDSON,94,28
06/26/2020,MOHAWK VALLEY,18,5
06/26/2020,NEW YORK CITY,473,118
06/26/2020,NORTH COUNTRY,2,0
06/26/2020,SOUTHERN TIER,11,5
06/26/2020,WESTERN NEW YORK,38,9
06/27/2020,CAPITAL REGION,31,3
06/27/2020,CENTRAL NEW YORK,24,8
06/27/2020,FINGER LAKES,77,10
06/27/2020,LONG ISLAND,125,39
06/27/2020,MID-HUDSON,94,27
06/27/2020,MOHAWK VALLEY,18,4
06/27/2020,NEW YORK CITY,453,124
06/27/2020,NORTH COUNTRY,2,0
06/27/2020,SOUTHERN TIER,11,5
06/27/2020,WESTERN NEW YORK,34,9
06/28/2020,CAPITAL REGION,33,3
06/28/2020,CENTRAL NEW YORK,26,7
06/28/2020,FINGER LAKES,80,11
06/28/2020,LONG ISLAND,121,37
06/28/2020,MID-HUDSON,86,23
06/28/2020,MOHAWK VALLEY,21,5
06/28/2020,NEW YORK CITY,443,117
06/28/2020,NORTH COUNTRY,0,0
06/28/2020,SOUTHERN TIER,10,4
06/28/2020,WESTERN NEW YORK,33,9
06/29/2020,CAPITAL REGION,36,4
06/29/2020,CENTRAL NEW YORK,27,6
06/29/2020,FINGER LAKES,81,8
06/29/2020,LONG ISLAND,135,38
06/29/2020,MID-HUDSON,82,24
06/29/2020,MOHAWK VALLEY,25,4
06/29/2020,NEW YORK CITY,461,120
06/29/2020,NORTH COUNTRY,0,0
06/29/2020,SOUTHERN TIER,10,4
06/29/2020,WESTERN NEW YORK,34,9
06/30/2020,CAPITAL REGION,33,3
06/30/2020,CENTRAL NEW YORK,29,8
06/30/2020,FINGER LAKES,82,5
06/30/2020,LONG ISLAND,131,41
06/30/2020,MID-HUDSON,88,25
06/30/2020,MOHAWK VALLEY,28,2
06/30/2020,NEW YORK CITY,440,127
06/30/2020,NORTH COUNTRY,3,1
06/30/2020,SOUTHERN TIER,10,4
06/30/2020,WESTERN NEW YORK,35,10
07/01/2020,CAPITAL REGION,30,2
07/01/2020,CENTRAL NEW YORK,33,8
07/01/2020,FINGER LAKES,73,4
07/01/2020,LONG ISLAND,134,31
07/01/2020,MID-HUDSON,86,24
07/01/2020,MOHAWK VALLEY,35,5
07/01/2020,NEW YORK CITY,443,126
07/01/2020,NORTH COUNTRY,3,0
07/01/2020,SOUTHERN TIER,9,3
07/01/2020,WESTERN NEW YORK,32,6
07/02/2020,CAPITAL REGION,29,3
07/02/2020,CENTRAL NEW YORK,31,9
07/02/2020,FINGER LAKES,72,4
07/02/2020,LONG ISLAND,124,23
07/02/2020,MID-HUDSON,84,23
07/02/2020,MOHAWK VALLEY,35,5
07/02/2020,NEW YORK CITY,432,105
07/02/2020,NORTH COUNTRY,3,1
07/02/2020,SOUTHERN TIER,12,6
07/02/2020,WESTERN NEW YORK,35,9
07/03/2020,CAPITAL REGION,25,2
07/03/2020,CENTRAL NEW YORK,33,6
07/03/2020,FINGER LAKES,74,5
07/03/2020,LONG ISLAND,120,25
07/03/2020,MID-HUDSON,87,21
07/03/2020,MOHAWK VALLEY,33,4
07/03/2020,NEW YORK CITY,424,110
07/03/2020,NORTH COUNTRY,2,1
07/03/2020,SOUTHERN TIER,12,7
07/03/2020,WESTERN NEW YORK,34,9
07/04/2020,CAPITAL REGION,23,2
07/04/2020,CENTRAL NEW YORK,35,6
07/04/2020,FINGER LAKES,74,4
07/04/2020,LONG ISLAND,112,20
07/04/2020,MID-HUDSON,85,20
07/04/2020,MOHAWK VALLEY,32,4
07/04/2020,NEW YORK CITY,422,103
07/04/2020,NORTH COUNTRY,1,1
07/04/2020,SOUTHERN TIER,12,7
07/04/2020,WESTERN NEW YORK,36,11
07/05/2020,CAPITAL REGION,21,1
07/05/2020,CENTRAL NEW YORK,34,8
07/05/2020,FINGER LAKES,71,2
07/05/2020,LONG ISLAND,107,19
07/05/2020,MID-HUDSON,80,19
07/05/2020,MOHAWK VALLEY,31,5
07/05/2020,NEW YORK CITY,421,100
07/05/2020,NORTH COUNTRY,2,0
07/05/2020,SOUTHERN TIER,12,7
07/05/2020,WESTERN NEW YORK,38,9
07/06/2020,CAPITAL REGION,24,2
07/06/2020,CENTRAL NEW YORK,42,7
07/06/2020,FINGER LAKES,72,2
07/06/2020,LONG ISLAND,104,15
07/06/2020,MID-HUDSON,86,19
07/06/2020,MOHAWK VALLEY,33,4
07/06/2020,NEW YORK CITY,418,96
07/06/2020,NORTH COUNTRY,4,0
07/06/2020,SOUTHERN TIER,13,7
07/06/2020,WESTERN NEW YORK,40,8
07/07/2020,CAPITAL REGION,25,1
07/07/2020,CENTRAL NEW YORK,54,7
07/07/2020,FINGER LAKES,67,4
07/07/2020,LONG ISLAND,102,18
07/07/2020,MID-HUDSON,80,14
07/07/2020,MOHAWK VALLEY,32,5
07/07/2020,NEW YORK CITY,430,103
07/07/2020,NORTH COUNTRY,3,0
07/07/2020,SOUTHERN TIER,12,7
07/07/2020,WESTERN NEW YORK,36,7
07/08/2020,CAPITAL REGION,28,3
07/08/2020,CENTRAL NEW YORK,50,7
07/08/2020,FINGER LAKES,63,5
07/08/2020,LONG ISLAND,99,16
07/08/2020,MID-HUDSON,81,15
07/08/2020,MOHAWK VALLEY,29,5
07/08/2020,NEW YORK CITY,447,109
07/08/2020,NORTH COUNTRY,4,0
07/08/2020,SOUTHERN TIER,13,8
07/08/2020,WESTERN NEW YORK,37,5
07/09/2020,CAPITAL REGION,26,5
07/09/2020,CENTRAL NEW YORK,54,7
07/09/2020,FINGER LAKES,68,7
07/09/2020,LONG ISLAND,106,19
07/09/2020,MID-HUDSON,68,14
07/09/2020,MOHAWK VALLEY,30,5
07/09/2020,NEW YORK CITY,419,107
07/09/2020,NORTH COUNTRY,5,1
07/09/2020,SOUTHERN TIER,13,8
07/09/2020,WESTERN NEW YORK,37,5
07/10/2020,CAPITAL REGION,25,4
07/10/2020,CENTRAL NEW YORK,55,7
07/10/2020,FINGER LAKES,63,8
07/10/2020,LONG ISLAND,93,18
07/10/2020,MID-HUDSON,63,12
07/10/2020,MOHAWK VALLEY,32,6
07/10/2020,NEW YORK CITY,410,106
07/10/2020,NORTH COUNTRY,3,1
07/10/2020,SOUTHERN TIER,15,10
07/10/2020,WESTERN NEW YORK,40,5
07/11/2020,CAPITAL REGION,31,4
07/11/2020,CENTRAL NEW YORK,52,7
07/11/2020,FINGER LAKES,62,5
07/11/2020,LONG ISLAND,86,24
07/11/2020,MID-HUDSON,62,12
07/11/2020,MOHAWK VALLEY,30,7
07/11/2020,NEW YORK CITY,417,97
07/11/2020,NORTH COUNTRY,3,1
07/11/2020,SOUTHERN TIER,15,10
07/11/2020,WESTERN NEW YORK,43,7
07/12/2020,CAPITAL REGION,32,4
07/12/2020,CENTRAL NEW YORK,53,6
07/12/2020,FINGER LAKES,63,5
07/12/2020,LONG ISLAND,89,24
07/12/2020,MID-HUDSON,61,11
07/12/2020,MOHAWK VALLEY,27,6
07/12/2020,NEW YORK CITY,405,100
07/12/2020,NORTH COUNTRY,3,1
07/12/2020,SOUTHERN TIER,14,9
07/12/2020,WESTERN NEW YORK,45,9
07/13/2020,CAPITAL REGION,32,4
07/13/2020,CENTRAL NEW YORK,47,7
07/13/2020,FINGER LAKES,66,5
07/13/2020,LONG ISLAND,93,20
07/13/2020,MID-HUDSON,61,9
07/13/2020,MOHAWK VALLEY,28,7
07/13/2020,NEW YORK CITY,426,95
07/13/2020,NORTH COUNTRY,2,0
07/13/2020,SOUTHERN TIER,14,10
07/13/2020,WESTERN NEW YORK,51,10
07/14/2020,CAPITAL REGION,33,5
07/14/2020,CENTRAL NEW YORK,49,6
07/14/2020,FINGER LAKES,61,7
07/14/2020,LONG ISLAND,105,23
07/14/2020,MID-HUDSON,68,9
07/14/2020,MOHAWK VALLEY,26,8
07/14/2020,NEW YORK CITY,425,89
07/14/2020,NORTH COUNTRY,4,0
07/14/2020,SOUTHERN TIER,13,10
07/14/2020,WESTERN NEW YORK,47,8
07/15/2020,CAPITAL REGION,35,2
07/15/2020,CENTRAL NEW YORK,44,6
07/15/2020,FINGER LAKES,58,6
07/15/2020,LONG ISLAND,105,24
07/15/2020,MID-HUDSON,70,10
07/15/2020,MOHAWK VALLEY,23,7
07/15/2020,NEW YORK CITY,418,92
07/15/2020,NORTH COUNTRY,4,0
07/15/2020,SOUTHERN TIER,14,11
07/15/2020,WESTERN NEW YORK,42,7
07/16/2020,CAPITAL REGION,35,2
07/16/2020,CENTRAL NEW YORK,45,5
07/16/2020,FINGER LAKES,53,8
07/16/2020,LONG ISLAND,105,27
07/16/2020,MID-HUDSON,65,8
07/16/2020,MOHAWK VALLEY,23,6
07/16/2020,NEW YORK CITY,382,103
07/16/2020,NORTH COUNTRY,3,0
07/16/2020,SOUTHERN TIER,13,10
07/16/2020,WESTERN NEW YORK,41,10
07/17/2020,CAPITAL REGION,33,3
07/17/2020,CENTRAL NEW YORK,42,5
07/17/2020,FINGER LAKES,51,7
07/17/2020,LONG ISLAND,105,25
07/17/2020,MID-HUDSON,64,8
07/17/2020,MOHAWK VALLEY,22,6
07/17/2020,NEW YORK CITY,375,98
07/17/2020,NORTH COUNTRY,2,0
07/17/2020,SOUTHERN TIER,13,10
07/17/2020,WESTERN NEW YORK,36,10
07/18/2020,CAPITAL REGION,37,3
07/18/2020,CENTRAL NEW YORK,41,5
07/18/2020,FINGER LAKES,47,9
07/18/2020,LONG ISLAND,95,22
07/18/2020,MID-HUDSON,61,8
07/18/2020,MOHAWK VALLEY,18,6
07/18/2020,NEW YORK CITY,369,89
07/18/2020,NORTH COUNTRY,2,0
07/18/2020,SOUTHERN TIER,15,10
07/18/2020,WESTERN NEW YORK,37,8
07/19/2020,CAPITAL REGION,35,3
07/19/2020,CENTRAL NEW YORK,38,6
07/19/2020,FINGER LAKES,50,9
07/19/2020,LONG ISLAND,83,23
07/19/2020,MID-HUDSON,67,10
07/19/2020,MOHAWK VALLEY,18,4
07/19/2020,NEW YORK CITY,375,86
07/19/2020,NORTH COUNTRY,2,0
07/19/2020,SOUTHERN TIER,15,10
07/19/2020,WESTERN NEW YORK,33,7
07/20/2020,CAPITAL REGION,35,3
07/20/2020,CENTRAL NEW YORK,36,7
07/20/2020,FINGER LAKES,50,10
07/20/2020,LONG ISLAND,95,26
07/20/2020,MID-HUDSON,63,8
07/20/2020,MOHAWK VALLEY,23,4
07/20/2020,NEW YORK CITY,365,84
07/20/2020,NORTH COUNTRY,2,0
07/20/2020,SOUTHERN TIER,20,13
07/20/2020,WESTERN NEW YORK,35,8
07/21/2020,CAPITAL REGION,37,7
07/21/2020,CENTRAL NEW YORK,39,6
07/21/2020,FINGER LAKES,45,11
07/21/2020,LONG ISLAND,99,29
07/21/2020,MID-HUDSON,61,11
07/21/2020,MOHAWK VALLEY,24,5
07/21/2020,NEW YORK CITY,352,89
07/21/2020,NORTH COUNTRY,3,1
07/21/2020,SOUTHERN TIER,22,12
07/21/2020,WESTERN NEW YORK,32,8
07/22/2020,CAPITAL REGION,40,5
07/22/2020,CENTRAL NEW YORK,33,7
07/22/2020,FINGER LAKES,42,12
07/22/2020,LONG ISLAND,93,25
07/22/2020,MID-HUDSON,65,11
07/22/2020,MOHAWK VALLEY,21,4
07/22/2020,NEW YORK CITY,350,75
07/22/2020,NORTH COUNTRY,5,1
07/22/2020,SOUTHERN TIER,20,10
07/22/2020,WESTERN NEW YORK,37,10
07/23/2020,CAPITAL REGION,35,4
07/23/2020,CENTRAL NEW YORK,30,5
07/23/2020,FINGER LAKES,38,12
07/23/2020,LONG ISLAND,81,24
07/23/2020,MID-HUDSON,63,13
07/23/2020,MOHAWK VALLEY,16,4
07/23/2020,NEW YORK CITY,327,73
07/23/2020,NORTH COUNTRY,6,1
07/23/2020,SOUTHERN TIER,17,10
07/23/2020,WESTERN NEW YORK,37,10
07/24/2020,CAPITAL REGION,38,5
07/24/2020,CENTRAL NEW YORK,31,4
07/24/2020,FINGER LAKES,37,12
07/24/2020,LONG ISLAND,78,21
07/24/2020,MID-HUDSON,66,10
07/24/2020,MOHAWK VALLEY,14,4
07/24/2020,NEW YORK CITY,320,71
07/24/2020,NORTH COUNTRY,6,1
07/24/2020,SOUTHERN TIER,19,12
07/24/2020,WESTERN NEW YORK,37,9
07/25/2020,CAPITAL REGION,37,4
07/25/2020,CENTRAL NEW YORK,28,5
07/25/2020,FINGER LAKES,33,12
07/25/2020,LONG ISLAND,89,17
07/25/2020,MID-HUDSON,59,11
07/25/2020,MOHAWK VALLEY,14,5
07/25/2020,NEW YORK CITY,322,78
07/25/2020,NORTH COUNTRY,4,0
07/25/2020,SOUTHERN TIER,19,12
07/25/2020,WESTERN NEW YORK,32,11
07/26/2020,CAPITAL REGION,38,3
07/26/2020,CENTRAL NEW YORK,28,5
07/26/2020,FINGER LAKES,31,10
07/26/2020,LONG ISLAND,87,20
07/26/2020,MID-HUDSON,60,9
07/26/2020,MOHAWK VALLEY,14,5
07/26/2020,NEW YORK CITY,327,75
07/26/2020,NORTH COUNTRY,7,1
07/26/2020,SOUTHERN TIER,20,12
07/26/2020,WESTERN NEW YORK,30,9
07/27/2020,CAPITAL REGION,38,3
07/27/2020,CENTRAL NEW YORK,28,4
07/27/2020,FINGER LAKES,29,10
07/27/2020,LONG ISLAND,81,18
07/27/2020,MID-HUDSON,62,10
07/27/2020,MOHAWK VALLEY,14,5
07/27/2020,NEW YORK CITY,333,78
07/27/2020,NORTH COUNTRY,7,1
07/27/2020,SOUTHERN TIER,24,14
07/27/2020,WESTERN NEW YORK,32,9
07/28/2020,CAPITAL REGION,36,3
07/28/2020,CENTRAL NEW YORK,25,4
07/28/2020,FINGER LAKES,29,9
07/28/2020,LONG ISLAND,81,22
07/28/2020,MID-HUDSON,61,12
07/28/2020,MOHAWK VALLEY,13,4
07/28/2020,NEW YORK CITY,316,75
07/28/2020,NORTH COUNTRY,8,1
07/28/2020,SOUTHERN TIER,22,14
07/28/2020,WESTERN NEW YORK,28,10
07/29/2020,CAPITAL REGION,39,3
07/29/2020,CENTRAL NEW YORK,24,4
07/29/2020,FINGER LAKES,25,9
07/29/2020,LONG ISLAND,76,22
07/29/2020,MID-HUDSON,54,10
07/29/2020,MOHAWK VALLEY,12,3
07/29/2020,NEW YORK CITY,293,67
07/29/2020,NORTH COUNTRY,7,1
07/29/2020,SOUTHERN TIER,22,11
07/29/2020,WESTERN NEW YORK,34,12
07/30/2020,CAPITAL REGION,39,4
07/30/2020,CENTRAL NEW YORK,18,3
07/30/2020,FINGER LAKES,29,9
07/30/2020,LONG ISLAND,70,20
07/30/2020,MID-HUDSON,55,8
07/30/2020,MOHAWK VALLEY,17,5
07/30/2020,NEW YORK CITY,286,68
07/30/2020,NORTH COUNTRY,5,1
07/30/2020,SOUTHERN TIER,25,12
07/30/2020,WESTERN NEW YORK,32,10
07/31/2020,CAPITAL REGION,42,4
07/31/2020,CENTRAL NEW YORK,16,4
07/31/2020,FINGER LAKES,28,9
07/31/2020,LONG ISLAND,69,22
07/31/2020,MID-HUDSON,58,9
07/31/2020,MOHAWK VALLEY,18,3
07/31/2020,NEW YORK CITY,286,75
